Taxpayer_Number,Taxpayer_Name,Taxpayer_Address,Taxpayer_City,Taxpayer_State,Taxpayer_Zip,Taxpayer_County,Location_Number,Location_Name,Location_Address,Location_City,Location_State,Location_Zip,Location_County,TABC_Permit_Number,Inside/Outside_City_Limits,Responsibility_Begin_Date,Responsibility_End_Date,Obligation_End_Date,Liquor_Receipts,Wine_Receipts,Beer_Receipts,Cover_Charge_Receipts,Total_Receipts
32050551798,GEMINI BAR LLC,119 CHEATHAM ST,SAN MARCOS,TX,78666,105,2,CHEATHAM STREET WAREHOUSE,119 CHEATHAM ST,SAN MARCOS,TX,78666,105,MB972541,Y,02/10/2017,,12/31/2017,$10884,$162,$17758,$0,$28804
32037809574,"SAN MARCOS PLATINUM, LLC",111 BROADWAY STE 200,NASHVILLE,TN,37201,0,1,COURTYARD BY MARRIOTT - SAN MARCOS,625 COMMERCIAL LOOP,SAN MARCOS,TX,78666,105,MB879329,Y,07/29/2014,,12/31/2017,$1124,$1624,$1699,$0,$4447
32047971620,#3 BPCC INCORPORATED,690 CENTER POINT RD STE 207,SAN MARCOS,TX,78666,105,1,CODY'S BISTRO & LOUNGE,690 CENTER POINT RD STE 209,SAN MARCOS,TX,78666,105,MB819222,Y,09/11/2012,,12/31/2017,$15124,$10696,$3343,$0,$29163
12036616329,"FLORES #3, LC",2440 E HIGHWAY 290 BLDG D,DRIPPING SPGS,TX,78620,105,2,FLORES MEXICAN RESTAURANT,2440 E HIGHWAY 290 BLDG D,DRIPPING SPRINGS,TX,78620,105,MB708079,Y,11/14/2008,,12/31/2017,$38302,$1573,$9233,$0,$49108
32050415788,10712 ENTERTAINMENT LLC,110 W CENTER ST,KYLE,TX,78640,105,1,10712 ENTERTAINMENT LLC,110 W CENTER ST,KYLE,TX,78640,105,MB888877,Y,10/30/2014,01/18/2018,12/31/2017,$768,$0,$1500,$0,$2268
32051575465,"THE MARC, ON THE SQUARE, LLC",1101 TATE TRL,SAN MARCOS,TX,78666,105,1,THE MARC,120 E SAN ANTONIO ST,SAN MARCOS,TX,78666,105,MB857025,Y,11/12/2013,,12/31/2017,$89946,$1660,$24759,$0,$116365
19001558931,SOUTHWEST ESCARPMENT ENTERPRISES INC.,800 SUMMIT PASS,SAN MARCOS,TX,78666,105,2,THE GRAY HORSE,1904 RANCH ROAD 12 STE 107,SAN MARCOS,TX,78666,105,MB579923,N,10/01/2007,,12/31/2017,$15312,$91,$12909,$0,$28312
32048050481,"3BC, LLC",140 CLAPBOARD RUN,CIBOLO,TX,78108,94,1,BOBCAT NATIONS SPORTS BAR AND GRILL,700 N LBJ DR STE 109,SAN MARCOS,TX,78666,105,MB820205,Y,09/24/2012,,12/31/2017,$0,$0,$0,$0,$0
17519330587,"CHILI'S BEVERAGE COMPANY, INC.",6820 LYNDON B JOHNSON FWY,DALLAS,TX,75240,57,88,CHILI'S GRILL & BAR,102 N INTERSTATE 35,SAN MARCOS,TX,78666,105,MB256411,Y,07/17/1995,,12/31/2017,$18036,$969,$10996,$0,$30001
32050649576,"WHIM CATERING, LLC",PO BOX 664,DRIPPING SPGS,TX,78620,105,2,CAMP LUCY (WHIM CATERING),3509 CREEK RD,DRIPPING SPRINGS,TX,78620,105,RM937142,N,03/08/2016,,12/31/2017,$13195,$14280,$8690,$0,$36165
32038432756,"A-TAN, LIMITED LIABILITY COMPANY",1528 COMMON ST STE 15,NEW BRAUNFELS,TX,78130,46,2,ATAN ASIAN BISTRO & SUSHI BAR,407 STAGECOACH TRL UNIT 101,SAN MARCOS,TX,78666,105,MB924920,Y,10/27/2015,,12/31/2017,$1791,$3916,$1722,$0,$7429
32036543752,"SAN MARCOS ES CATERING CO., INC.",4243 HUNT RD,BLUE ASH,OH,45242,0,1,SAN MARCOS ES CATERING CO,1001 W MCCARTY LN,SAN MARCOS,TX,78666,105,MB705424,N,10/07/2008,,12/31/2017,$41154,$12329,$34274,$7475,$95232
32062331015,EL REY MEXICAN  BAR & GRILL LLC,8212 BROKEN BRANCH DR,ROUND ROCK,TX,78681,246,2,EL REY MEXICAN  BAR & GRILL,2400 W HIGHWAY 290,DRIPPING SPRINGS,TX,78620,105,MB758231,N,01/13/2017,,12/31/2017,$9693,$1811,$4205,$0,$15709
17604358154,"LANDRY'S CRAB SHACK, INC.",1510 WEST LOOP S ATTN:TAX DEPT,HOUSTON,TX,77027,101,20,SALTGRASS STEAKHOUSE,200 SESSOMS DRIVE,SAN MARCOS,TX,78666,105,MB419974,Y,09/30/1997,,12/31/2017,$28579,$9823,$12934,$0,$51336
32052114009,"WILLIE'S JOINT, LLC",1120 CLARK BROTHERS DR,BUDA,TX,78610,105,1,WILLIE'S JOINT,824 MAIN ST,BUDA,TX,78610,105,MB861207,Y,01/10/2014,,12/31/2017,$21054,$1250,$17554,$0,$39858
32061496108,"CKL DISTILLING, LLC",25702 WILLARD PATH,SAN ANTONIO,TX,78261,15,1,DESERT DOOR,211 DARDEN HILL RD BLDG A200,DRIFTWOOD,TX,78619,105,D 982299,N,05/15/2017,,12/31/2017,$16017,$0,$0,$0,$16017
12000711866,TEXACELLO LLC,2905 SAN GABRIEL ST STE 309,AUSTIN,TX,78705,227,2,TEXACELLO LLC,12507 PAULS VALLEY RD BLDG 2,AUSTIN,TX,78737,105,D 551026,N,09/01/2013,,12/31/2017,$0,$0,$0,$0,$0
32061758721,"VALENTINE WEISS WHISKEY, INCORPORATED",4502 VELASCO PL,AUSTIN,TX,78749,227,1,WEISS WHISKEY,16221 CRYSTAL HILLS DR BLDG D,AUSTIN,TX,78737,105,D 982216,N,05/12/2017,,12/31/2017,$0,$0,$0,$0,$0
32010520990,FATIMA ROBLES,4327 S 1ST ST STE 102,AUSTIN,TX,78745,227,3,CASA MARIA MEXICAN RESTAURANT,706 S GUADALUPE ST,SAN MARCOS,TX,78666,105,MB572412,Y,03/15/2005,,12/31/2017,$0,$0,$0,$0,$0
32042794589,"GARCIA'S KYLE MARKETPLACE, INC.",11500 MANCHACA RD,AUSTIN,TX,78748,227,1,CASA GARCIA'S MEXICAN RESTAURANT,5401 FM 1626 STE 300,KYLE,TX,78640,105,RM775943,Y,05/27/2011,,12/31/2017,$49720,$1371,$18347,$0,$69438
17527408888,"ROADHOUSE ENTERPRISES, INC.",6040 DUTCHMANS LN ATTN: TAX DEPT,LOUISVILLE,KY,40205,0,33,TEXAS ROADHOUSE,1502 S INTERSTATE 35,SAN MARCOS,TX,78666,105,MB643747,Y,11/01/2006,,12/31/2017,$22797,$2441,$22411,$0,$47649
32033557433,"THE TAP ROOM TEXAS, LLC",129 E HOPKINS ST STE 120,SAN MARCOS,TX,78666,105,1,THE TAP ROOM & THE PORCH ON HOPKINS,129 E HOPKINS ST,SAN MARCOS,TX,78666,105,MB680443,Y,01/07/2008,,12/31/2017,$40586,$621,$43493,$0,$84700
32046974757,KENT BLACK'S LOCKHART BARBECUE LLC,2403 ARPDALE ST,AUSTIN,TX,78704,227,2,KENT BLACK'S LOCKHART BARBECUE,500 HULL ST,SAN MARCOS,TX,78666,105,MB875502,Y,06/19/2014,,12/31/2017,$4073,$345,$6572,$0,$10990
32042457872,BRSP LLC,3308 AVENAL DR,AUSTIN,TX,78738,227,1,SEAN PATRICK'S,202 E SAN ANTONIO ST,SAN MARCOS,TX,78666,105,MB758706,Y,10/04/2010,,12/31/2017,$26395,$325,$34820,$0,$61540
32037929752,"HEAVEN HILL DISTILLERIES, INC.",PO BOX 729,BARDSTOWN,KY,40004,0,2,DEEP EDDY DISTILLING CO,2250 E HIGHWAY 290,DRIPPING SPRINGS,TX,78620,105,D 930667,Y,12/29/2015,,12/31/2017,$40141,$0,$0,$0,$40141
12731778960,"BACCUS ENTERPRISES-SAN MARCOS, LLC",PO BOX 5847,AUSTIN,TX,78763,227,1,CHIMY'S SAN MARCOS,217 E HOPKINS ST,SAN MARCOS,TX,78666,105,MB763492,Y,12/13/2010,,12/31/2017,$52965,$0,$21055,$0,$74020
12633231894,"PLUCKERS-SAN MARCOS AS, LP",811 BARTON SPRINGS RD STE 600,AUSTIN,TX,78704,227,1,PLUCKERS WING BAR,105 N INTERSTATE 35,SAN MARCOS,TX,78666,105,MB710966,Y,12/19/2008,,12/31/2017,$38788,$496,$67041,$0,$106325
32049107785,KOOPER DISTILLING LLC,31560 RANCH ROAD 12 UNIT 211,DRIPPING SPGS,TX,78620,105,1,KOOPER FAMILY WHISKEY COMPANY,31560 RANCH ROAD 12 # 211,DRIPPING SPRINGS,TX,78620,105,D 891663,N,12/01/2014,,12/31/2017,$0,$0,$0,$0,$0
32061648468,BUCKS BACKYARD LLC,1750 S FM 1626,BUDA,TX,78610,105,1,BUCKS BACKYARD,1750 S FM 1626,BUDA,TX,78610,105,MB968601,N,01/10/2017,,12/31/2017,$46681,$933,$46961,$0,$94575
12630696123,"PVG BEVCO III, L.L.C.",512 E BLANCO RD STE 100,BOERNE,TX,78006,130,2,PLUM CREEK,750 KOHLERS XING,KYLE,TX,78640,105,RM783825,Y,08/30/2011,,12/31/2017,$1721,$52,$5220,$0,$6993
32037929752,"HEAVEN HILL DISTILLERIES, INC.",PO BOX 729,BARDSTOWN,KY,40004,0,4,DEEP EDDY DISTILLING CO,150A PRECISION,BUDA,TX,78610,105,D 981802,Y,05/10/2017,,12/31/2017,$0,$0,$0,$0,$0
17429295821,"HUTCHISON STREET SHOWDOWN, INC.",11675 OAKWOOD LN,FORT WORTH,TX,76179,220,1,SHOWDOWN,207 E HUTCHISON ST,SAN MARCOS,TX,78666,105,MB118263,Y,12/01/1999,,12/31/2017,$28104,$358,$24155,$0,$52617
17419968528,"UNIVERSITY FOOD SERVICES, INC.",2400 YORKMONT RD ATTN: BECKY ANDERSON/TA,CHARLOTTE,NC,28217,0,17,UNIVERSITY FOOD SERVICES #2222,700 TOMAS RIVERA,SAN MARCOS,TX,78666,105,MB534538,Y,08/12/2003,,12/31/2017,$4139,$0,$0,$0,$4139
32049218574,"MIX & MARY, LLC",1200 BARTON HILLS DR APT 203,AUSTIN,TX,78704,227,1,"MIX & MARY, LLC",100 RUSSELL LN STE 1,DRIPPING SPRINGS,TX,78620,105,D 939838,N,04/04/2016,,12/31/2017,$0,$0,$0,$0,$0
32061956911,"ROBERTSON'S FAMILY RESTAURANT II, LLC",521 MATZIG CV,BUDA,TX,78610,105,1,BROOKLYN'S DOWN SOUTH,100 N MAIN ST,BUDA,TX,78610,105,MB968182,Y,01/05/2017,,12/31/2017,$27219,$7031,$18153,$0,$52403
17429023728,"LOGAN'S ROADHOUSE OF TEXAS, INC.",3011 ARMORY DR STE 300,NASHVILLE,TN,37204,0,43,LOGAN'S ROADHOUSE,419 OLD SAN ANTONIO RD,BUDA,TX,78610,105,RM766931,Y,02/01/2011,,12/31/2017,$14656,$2131,$20849,$0,$37636
17430183107,"RETIRED SURFER'S BAR, INC.",141 E HOPKINS ST,SAN MARCOS,TX,78666,105,1,STONEWALL WAREHOUSE/BARFISH LOUNGE,141 E HOPKINS ST,SAN MARCOS,TX,78666,105,MB509041,Y,02/19/2002,,12/31/2017,$42962,$798,$12564,$0,$56324
17429703857,"WOODLAND PASS, INC.",101 SUNFLOWER LN,SAN ANTONIO,TX,78213,15,1,QUAIL CREEK COUNTRY CLUB,2701 AIRPORT HIGHWAY 21,SAN MARCOS,TX,78666,105,MB710768,N,12/18/2008,,12/31/2017,$2152,$420,$2570,$0,$5142
32050533457,"REVOLUTION SPIRITS DISTILLING CO., LLC",12345 PAULS VALLEY RD STE G,AUSTIN,TX,78737,105,1,REVOLUTION SPIRITS,12345 PAULS VALLEY RD STE G,AUSTIN,TX,78737,105,D 839935,N,09/01/2013,,12/31/2017,$2109,$0,$0,$0,$2109
32045160267,"FSW VENTURES, LLC",141 E HOPKINS ST,SAN MARCOS,TX,78666,105,1,BLACK RABBIT SALOON / SHADE ROOFTOP PATIO,127 E HOPKINS ST,SAN MARCOS,TX,78666,105,MB801847,Y,03/27/2012,,12/31/2017,$56683,$546,$22885,$0,$80114
17426162909,"CABANA BEVERAGES, INC.",8111 MAINLAND DR STE 104,SAN ANTONIO,TX,78240,15,6,TACO CABANA,135 LONG ST,SAN MARCOS,TX,78666,105,MB227273,Y,12/01/1993,,12/31/2017,$2644,$0,$904,$0,$3548
32053989078,"TW RESTAURANT HOLDER, LLC",1815 THE EXCHANGE SE,ATLANTA,GA,30339,0,55,HOOTERS,310 NORTH ST # IH35 C/O STE 201,SAN MARCOS,TX,78666,105,MB930571,Y,10/01/2016,,12/31/2017,$16075,$139,$51996,$0,$68210
17426162909,"CABANA BEVERAGES, INC.",8111 MAINLAND DR STE 104,SAN ANTONIO,TX,78240,15,216,"CABANA BEVERAGES, INC.",20445 INTERSTATE 35,KYLE,TX,78640,105,MB945733,Y,06/01/2016,,12/31/2017,$2142,$0,$779,$0,$2921
15223795418,"INO'Z, INC.",14004 RANCH ROAD 12,WIMBERLEY,TX,78676,105,1,INO'Z BREW & CHEW,14004 RANCH ROAD 12,WIMBERLEY,TX,78676,105,MB736910,Y,11/18/2009,,12/31/2017,$15211,$3041,$13968,$0,$32220
32041886485,ZELICKS INC.,336 W HOPKINS ST,SAN MARCOS,TX,78666,105,1,ZELICKS,336 W HOPKINS ST,SAN MARCOS,TX,78666,105,MB756903,Y,09/10/2010,,12/31/2017,$56020,$1012,$36450,$0,$93482
32051565359,"SMMHI HOLIDAY SM, LLC",105 BINTU DR,SAN MARCOS,TX,78666,105,1,HOLIDAY INN SAN MARCOS,105 BINTU DR,SAN MARCOS,TX,78666,105,MB927655,Y,11/23/2015,,12/31/2017,$3249,$612,$1997,$0,$5858
32057617097,BLYTHE SPIRITS LLC,18281 FM 150 W STE 211,DRIFTWOOD,TX,78619,105,1,STINSON DISTILLING,18281 FM 150 W STE 211&209,DRIFTWOOD,TX,78619,105,D 927360,N,11/19/2015,,12/31/2017,$6728,$0,$0,$0,$6728
32038917491,"SPRAGUE RESTAURANT GROUP, LLC",9595 RANCH ROAD 12 STE 12,WIMBERLEY,TX,78676,105,1,MILAGRO'S,9595 RANCH ROAD 12 STE 12,WIMBERLEY,TX,78676,105,MB722690,Y,05/28/2009,,12/31/2017,$5990,$633,$1845,$0,$8468
32062987865,"KOMAL LATIN KITCHEN BAR, LLC",15743 BOOTH CIR,VOLENTE,TX,78641,227,1,KOMAL LATIN KITCHEN + BAR,2550 HUNTER RD STE 1106,SAN MARCOS,TX,78666,105,MB990343,Y,08/04/2017,,12/31/2017,$5402,$574,$1733,$0,$7709
32059413925,"MEZTLI, INC",500 RIVER RD,WIMBERLEY,TX,78676,105,1,SAN ANGEL MEXICAN BAR & GRILL,500 RIVER RD,WIMBERLEY,TX,78676,105,MB966946,Y,12/15/2016,,12/31/2017,$359,$114,$116,$0,$589
32039461903,D.E.W. DISTILLATION LLC,1400 JACOBS WELL RD,WIMBERLEY,TX,78676,105,1,D.E.W. DISTILLATION LLC,1400 JACOBS WELL RD,WIMBERLEY,TX,78676,105,D 737476,N,09/01/2013,,12/31/2017,$1942,$0,$0,$0,$1942
17429035599,AJRS L.L.C.,138 N LBJ DR,SAN MARCOS,TX,78666,105,1,MAYLOO'S,138 N LBJ DR,SAN MARCOS,TX,78666,105,MB450261,Y,04/29/1999,,12/31/2017,$78650,$92,$18734,$0,$97476
17426694018,"BUM'S BILLIARDS, INC.",650 E HOPKINS ST,SAN MARCOS,TX,78666,105,1,THE I DONT KNOW BAR,650 E HOPKINS ST,SAN MARCOS,TX,78666,105,MB242067,Y,12/01/1993,,12/31/2017,$21391,$58,$22904,$0,$44353
32052008995,KATZ & ACKERMAN INCORPORATED,700 N LBJ DR STE 107,SAN MARCOS,TX,78666,105,1,PIE SOCIETY,700 N LBJ DR STE 107,SAN MARCOS,TX,78666,105,MB863449,Y,02/10/2014,,12/31/2017,$2398,$1133,$7719,$0,$11250
32057190186,"IVAR'S RIVER PUB, LLC",5900 BALCONES DR STE 110,AUSTIN,TX,78731,227,1,IVAR'S RIVER PUB,701 CHEATHAM ST,SAN MARCOS,TX,78666,105,MB991951,Y,08/18/2017,,12/31/2017,$13802,$3479,$12859,$0,$30140
